Date,N+1 Close / N Close,Yesterday's sign,%b of prior day close,Open Position to yesterday's range,N-1 Magnitude,N Close / N's range,10-MA,N Magnitude,HSI Open (N),HSI Close (N),Close Above yesterday's DH,DL Lower than yesterday's DL,DL Higher than yesterday's DL,Deviation of 10-MA / 20-MA slopes,"BB Divert or converge
(3-day)","BB Divert or converge
(5-day)",BB10 Upper Slope (3-day),BB10 Lower Slope (3-day),Stock Crash,Change RMB / USD
21/6/2002,-0.01239,0.00000,0.19696,0.75569,0.03600,0.92483,-0.00776,0.02260,11024.58984,10955.51953,1.00000,0.00000,1.00000,-52.25357,0.48935,0.79308,0.01329,-0.03076,0.02185,0.999987919
24/6/2002,-0.01419,0.00000,0.30642,1.64570,0.02260,0.74874,-0.00672,0.01462,10871.50977,10832.25977,1.00000,0.00000,1.00000,-3.46196,0.02863,0.93708,-0.00467,-0.00905,-0.00587,0.999987918
25/6/2002,0.00602,0.00000,0.52020,0.89633,0.01462,0.21817,-0.00656,0.01854,10963.37012,10852.04004,0.00000,1.00000,0.00000,-2.66457,-0.10768,0.32898,-0.01285,0.00063,0.00166,1.000012082
26/6/2002,0.01228,1.00000,0.45049,0.08077,0.01854,0.40054,-0.00933,0.02066,10843.00977,10673.11035,0.00000,1.00000,0.00000,-8.48345,-0.14667,-0.12224,-0.01757,0.00003,0.02604,1.000012082
27/6/2002,0.00207,1.00000,0.36632,0.59856,0.02066,0.34761,-0.01086,0.01125,10668.76953,10754.41016,0.00000,0.00000,1.00000,-7.00626,-0.24323,-0.32472,-0.02393,0.00387,0.04499,0.999987919
28/6/2002,0.02596,2.00000,0.46391,0.85197,0.01125,0.59581,-0.00793,0.01398,10608.94043,10591.86035,1.00000,0.00000,1.00000,-3.84710,-0.30030,-0.40292,-0.02317,0.00908,0.02752,1
2/7/2002,0.00760,0.00000,0.64727,0.47160,0.01398,0.65289,-0.00183,0.01286,10544.45020,10657.33984,0.00000,0.00000,1.00000,-1.36174,-0.15489,-0.36045,-0.00850,0.00549,0.02639,0.999975837
3/7/2002,-0.01104,2.00000,0.66686,0.46245,0.01286,0.87777,0.00392,0.03244,10633.55957,10608.98047,1.00000,0.00000,1.00000,1.53247,0.02924,-0.27984,0.00487,0.00290,0.01773,0.999987918
4/7/2002,0.00200,0.00000,0.94987,0.96784,0.03244,0.52287,0.01062,0.01321,10493.12988,10355.91992,1.00000,0.00000,1.00000,2.81222,0.23718,0.04556,0.01904,0.00152,-0.00794,0.999987918
5/7/2002,0.00401,0.00000,0.88165,0.66351,0.01321,0.27487,0.01228,0.01774,10472.84961,10518.08984,0.00000,1.00000,0.00000,5.28286,-0.01345,0.01540,0.01130,0.01335,-0.00746,0.999987918
8/7/2002,-0.00613,1.00000,0.75283,0.67777,0.01774,0.44087,0.00933,0.01376,10615.13965,10598.54981,0.00000,0.00000,1.00000,13.04946,-0.26188,-0.08681,-0.00291,0.02279,-0.00460,1.000012082
9/7/2002,-0.00822,1.00000,0.74883,0.69136,0.01376,0.86279,0.00655,0.01430,10511.12012,10491.75977,0.00000,1.00000,0.00000,-58.36383,-0.06069,-0.07332,0.00404,0.00926,-0.00732,0.999987918
10/7/2002,0.00771,2.00000,0.76348,0.75846,0.01430,0.35929,0.00498,0.01031,10407.58008,10579.19043,0.00000,0.00000,1.00000,-6.31864,0.07497,-0.20655,0.00732,0.00247,-0.01904,1
11/7/2002,-0.01141,1.00000,0.63511,0.32100,0.01031,0.34539,0.00615,0.01196,10578.20020,10765.58008,0.00000,1.00000,0.00000,-3.90873,-0.16665,-0.21723,0.00011,0.01263,-0.04452,1.000024165
12/7/2002,-0.00440,1.00000,0.47236,0.68287,0.01196,0.90554,0.00688,0.00891,10810.38965,10806.16016,0.00000,0.00000,1.00000,-3.55648,-0.32918,-0.27889,-0.00510,0.01978,-0.04786,0.999987918
15/7/2002,-0.03060,2.00000,0.55089,1.00407,0.00891,0.11755,0.00471,0.01391,10923.50000,10803.45020,0.00000,1.00000,0.00000,-3.04297,-0.31380,-0.42815,-0.00456,0.01454,-0.05588,1.000012082
16/7/2002,-0.00548,1.00000,0.25322,0.41612,0.01391,0.43507,0.00172,0.01517,10831.12012,10843.15039,0.00000,1.00000,0.00000,-64.64432,-0.27818,-0.51579,-0.00501,0.00879,-0.09220,1
17/7/2002,-0.01860,1.00000,0.07787,-0.37343,0.01517,0.36468,-0.00448,0.02943,10774.34961,10787.54004,0.00000,1.00000,0.00000,12.75980,0.67242,0.14762,0.00909,-0.01862,-0.08310,1.000012082
18/7/2002,-0.04429,1.00000,-0.08651,0.38327,0.02943,0.31845,-0.01132,0.01586,10637.59961,10558.80957,0.00000,0.00000,1.00000,21.07883,1.33600,0.68618,0.01218,-0.03567,-0.07825,0.999987918
19/7/2002,0.01477,1.00000,0.02927,0.14554,0.01586,0.01282,-0.01333,0.01783,10582.57031,10648.29981,0.00000,1.00000,0.00000,19.55751,0.48639,1.48586,0.00328,-0.03111,-0.04594,1.000012082
22/7/2002,-0.01456,1.00000,0.01057,-0.70318,0.01783,0.11659,-0.01844,0.03592,10556.50000,10581.66016,0.00000,1.00000,0.00000,3.97843,0.76555,3.12434,0.01311,-0.05277,-0.03453,1.000012082
23/7/2002,-0.00205,1.00000,-0.04460,-0.31563,0.03592,0.96656,-0.02205,0.04755,10516.63965,10421.49023,0.00000,1.00000,0.00000,2.84696,0.83983,1.73471,0.02037,-0.06911,0.01333,1
24/7/2002,-0.01885,0.00000,0.19937,0.83463,0.04755,0.73272,-0.02209,0.03190,10336.78027,10335.12012,0.00000,0.00000,1.00000,2.61625,0.37040,1.41952,0.00544,-0.05412,0.03393,0.999987918
25/7/2002,0.01589,1.00000,0.20941,1.11365,0.03190,0.03237,-0.02239,0.02380,10414.58008,10452.54981,0.00000,0.00000,1.00000,2.82971,0.05018,0.93216,-0.01595,-0.03022,0.02264,1
26/7/2002,0.02924,1.00000,0.24691,-0.09626,0.02380,0.52788,-0.02454,0.03642,10370.82031,10325.45996,0.00000,1.00000,0.00000,2.89157,-0.03358,0.32438,-0.02541,-0.02348,0.06224,0.999987918
29/7/2002,0.01228,1.00000,0.22362,0.65996,0.03642,0.94826,-0.02473,0.01243,10166.25977,10110.25000,0.00000,0.00000,1.00000,2.58048,-0.13675,-0.09343,-0.03534,-0.01164,0.00527,0.999987918
30/7/2002,-0.00990,0.00000,0.32659,2.25165,0.01243,0.58266,-0.01907,0.02231,9980.29004,10313.88965,1.00000,0.00000,1.00000,2.30221,-0.31236,-0.33545,-0.04688,0.01524,-0.04226,0.999987918
31/7/2002,-0.03272,0.00000,0.52864,0.92093,0.02231,0.87020,-0.01146,0.01789,10133.65039,9971.99023,1.00000,0.00000,1.00000,1.46608,-0.31018,-0.40451,-0.03678,0.01902,-0.07660,1.000012082
1/8/2002,-0.02341,2.00000,0.65558,1.05791,0.01789,0.22563,-0.00743,0.01733,10143.01953,9884.78027,0.00000,0.00000,1.00000,0.78484,-0.28232,-0.50649,-0.02624,0.01435,-0.05337,0.999987918
2/8/2002,-0.02127,1.00000,0.63190,-0.37960,0.01733,0.15550,-0.00925,0.02643,9801.58984,9773.12012,0.00000,1.00000,0.00000,0.81222,-0.36171,-0.55970,-0.03064,0.01511,-0.02263,1.000024165
5/8/2002,0.02102,1.00000,0.33278,-0.07228,0.02643,0.11835,-0.00836,0.01969,9873.44043,9975.99023,0.00000,1.00000,0.00000,0.61292,-0.16758,-0.40259,-0.01638,0.00057,0.01604,0.999987918
6/8/2002,0.00343,1.00000,0.11783,-0.22967,0.01969,0.36431,-0.00962,0.02264,10240.41992,10155.25000,0.00000,1.00000,0.00000,0.59685,0.27226,-0.18793,0.00165,-0.02187,0.01492,1.000012082
7/8/2002,0.01423,1.00000,0.04809,1.28880,0.02264,0.24267,-0.00972,0.00892,10169.28027,10267.36035,1.00000,0.00000,1.00000,0.60139,0.21887,0.01462,0.00004,-0.02038,-0.00556,1.000012082
8/8/2002,-0.02482,2.00000,0.26973,0.87397,0.00892,0.41874,-0.00576,0.01609,10244.53027,10180.01953,0.00000,1.00000,0.00000,0.40006,0.03555,0.31748,-0.00366,-0.00809,-0.01034,0.999975836
9/8/2002,0.00469,2.00000,0.32635,1.46914,0.01609,0.27849,-0.00195,0.01074,10026.65039,9991.71973,1.00000,0.00000,1.00000,0.14314,-0.02883,0.18373,-0.00335,-0.00039,-0.02053,0.999987918
12/8/2002,-0.00848,2.00000,0.44327,0.26276,0.01074,0.20362,-0.00270,0.03096,9913.08008,9862.33008,0.00000,1.00000,0.00000,0.19236,0.01752,0.05368,-0.00164,-0.00390,0.01379,1.000024165
13/8/2002,0.01635,1.00000,0.25848,0.48341,0.03096,0.47889,-0.00921,0.01014,9780.17969,9700.69043,0.00000,0.00000,1.00000,0.64630,0.01213,-0.01705,-0.00813,-0.01042,0.01274,0.999987918
14/8/2002,0.00330,2.00000,0.34295,0.28630,0.01014,0.23305,-0.01383,0.01062,9883.67969,9977.74023,0.00000,1.00000,0.00000,1.09561,-0.19290,-0.17876,-0.02346,-0.00304,0.04541,0.999987918
15/8/2002,0.01475,1.00000,0.31094,0.70163,0.01062,0.64357,-0.01339,0.01754,9960.67969,9962.24023,1.00000,0.00000,1.00000,1.29271,-0.49141,-0.48524,-0.03811,0.01418,0.03397,1.000024165
16/8/2002,0.01219,0.00000,0.56965,0.83978,0.01754,0.47697,-0.00706,0.01677,10128.70996,10014.05957,0.00000,0.00000,1.00000,0.86387,-0.51702,-0.61019,-0.02973,0.01781,0.04064,1
19/8/2002,0.00694,2.00000,0.69660,0.62133,0.01677,0.94403,0.00057,0.01886,10039.76953,9959.91992,1.00000,0.00000,1.00000,-0.14413,-0.16138,-0.57349,-0.00385,0.00526,0.03062,0.999987918
20/8/2002,0.00552,0.00000,0.95634,1.38711,0.01886,0.57121,0.00784,0.00683,9962.58008,10100.05957,1.00000,0.00000,1.00000,-7.39867,0.22667,-0.40754,0.01268,0.00278,0.00167,1.000012082
21/8/2002,-0.00961,2.00000,1.01197,0.54302,0.00683,0.78335,0.00986,0.01813,10064.62988,9961.34961,1.00000,1.00000,0.00000,-102.98906,0.38249,0.15939,0.01843,0.00087,-0.00973,0.999975836
22/8/2002,-0.00030,0.00000,0.98002,1.23782,0.01813,0.48606,0.00870,0.01374,10123.07031,10219.70996,1.00000,0.00000,1.00000,6.24959,0.44093,0.76754,0.02029,-0.00354,-0.04268,1
23/8/2002,-0.01715,2.00000,0.90756,0.94462,0.01374,0.09609,0.00649,0.01939,10240.59961,10265.04004,0.00000,1.00000,0.00000,2.90005,0.34223,0.85562,0.01698,-0.00470,-0.04904,1.000012082
26/8/2002,-0.01792,1.00000,0.73339,0.04140,0.01939,0.56662,0.00652,0.00825,10250.40039,10246.95996,0.00000,1.00000,0.00000,3.44766,0.06176,0.52991,0.00861,0.00425,-0.03254,0.999987918
27/8/2002,-0.00665,2.00000,0.68342,1.05440,0.00825,0.10041,0.00675,0.02353,10390.30957,10408.00977,0.00000,1.00000,0.00000,-5.36991,-0.10067,0.20710,0.00232,0.01158,-0.01507,1.000012082
28/8/2002,0.01047,1.00000,0.44222,-0.03560,0.02353,0.23605,0.00356,0.02339,10317.71973,10402.25977,0.00000,1.00000,0.00000,-0.69451,-0.14663,-0.09393,-0.00242,0.01006,0.01254,1.000012082
29/8/2002,0.01611,1.00000,0.16633,-0.04439,0.02339,0.92439,0.00037,0.01167,10452.50000,10424.00000,0.00000,1.00000,0.00000,-0.05656,-0.00238,-0.10282,0.00026,0.00048,0.01279,0.999987918
30/8/2002,-0.00557,2.00000,0.11977,1.27993,0.01167,0.35531,-0.00117,0.01809,10472.70020,10245.69043,1.00000,0.00000,1.00000,0.28530,0.08916,-0.07054,0.00191,-0.00447,0.00326,1.000012082
2/9/2002,-0.00297,0.00000,0.25654,0.75687,0.01809,0.98419,-0.00034,0.01991,10232.87988,10226.33008,1.00000,0.00000,1.00000,-3.12688,0.01551,0.01309,0.00024,-0.00098,-0.00252,1.000012082
3/9/2002,-0.00618,0.00000,0.46378,0.97123,0.01991,0.43619,-0.00199,0.01592,10233.71973,10185.51953,0.00000,0.00000,1.00000,-0.69309,-0.01648,0.07121,-0.00252,-0.00141,-0.00314,1.000012082
4/9/2002,-0.00544,1.00000,0.41418,-0.22212,0.01592,0.89107,-0.00475,0.01776,10130.37988,10130.25000,0.00000,1.00000,0.00000,-1.92720,-0.02195,-0.00678,-0.00540,-0.00406,0.01824,1.000012082
5/9/2002,0.01034,0.00000,0.41371,1.07789,0.01776,0.31081,-0.00694,0.01370,10034.17969,10061.15039,0.00000,0.00000,1.00000,-8.44017,-0.14445,-0.15855,-0.01196,-0.00152,0.01435,1.000012082
6/9/2002,0.01794,1.00000,0.36669,0.23048,0.01370,0.18422,-0.00768,0.01061,10034.21973,10043.87012,0.00000,1.00000,0.00000,12.22097,-0.31691,-0.33190,-0.01908,0.00461,0.01620,0.999975837
9/9/2002,-0.00912,2.00000,0.30042,0.68447,0.01061,0.52196,-0.00621,0.01123,10039.66992,9896.98047,1.00000,0.00000,1.00000,-40.85049,-0.47436,-0.55029,-0.02102,0.00960,-0.00398,1
10/9/2002,0.00034,2.00000,0.56713,0.90199,0.01123,0.91458,-0.00163,0.01524,9862.38965,9790.67969,1.00000,0.00000,1.00000,-0.63330,-0.37518,-0.57319,-0.01121,0.00847,-0.02264,1
11/9/2002,-0.01434,0.00000,1.08618,0.82579,0.01524,0.28724,0.00281,0.01143,9643.19043,9820.33008,0.00000,0.00000,1.00000,0.88132,0.08813,-0.42803,0.00426,0.00131,-0.01982,1
12/9/2002,-0.00979,1.00000,0.71769,0.25567,0.01143,0.35484,0.00438,0.01398,9823.74023,9726.03027,0.00000,1.00000,0.00000,1.85669,-0.09008,-0.43146,0.00285,0.00596,-0.02093,0.999975837
13/9/2002,0.00915,2.00000,0.69951,0.36070,0.01398,0.23081,0.00259,0.01875,9650.94043,9720.86035,0.00000,1.00000,0.00000,3.70623,-0.22602,-0.15781,-0.00162,0.00696,-0.00379,1
16/9/2002,-0.00975,1.00000,0.20557,0.26386,0.01875,0.21677,-0.00246,0.01820,9781.54004,9723.66992,0.00000,1.00000,0.00000,1.76113,0.12883,0.02714,-0.00052,-0.00445,-0.00266,1
17/9/2002,0.01131,1.00000,0.03366,0.44067,0.01820,0.82986,-0.00356,0.01053,9762.83984,9885.76953,0.00000,0.00000,1.00000,1.28592,0.21088,-0.06280,-0.00050,-0.00671,-0.00344,1.000012082
18/9/2002,-0.00624,2.00000,0.33793,0.38988,0.01053,0.17945,-0.00278,0.00803,9927.73047,9882.34961,0.00000,1.00000,0.00000,0.73664,0.07696,0.21570,-0.00145,-0.00415,-0.00835,0.998791818
19/9/2002,-0.00306,2.00000,0.12463,0.98764,0.00803,0.97456,-0.00172,0.00923,9871.32031,9896.33008,1.00000,0.00000,1.00000,0.39612,0.05844,0.28164,-0.00068,-0.00280,-0.01209,1
20/9/2002,-0.00070,2.00000,0.43168,0.36574,0.00923,0.94367,-0.00007,0.01159,9773.62012,9650.96973,0.00000,1.00000,0.00000,0.01728,0.12481,0.21137,0.00217,-0.00239,0.00501,1
23/9/2002,-0.00176,2.00000,0.28804,0.88238,0.01159,0.41950,-0.00148,0.01029,9624.83984,9505.12988,0.00000,0.00000,1.00000,0.38330,0.13627,0.20267,0.00105,-0.00409,-0.00713,1
24/9/2002,0.00287,2.00000,0.25623,0.33672,0.01029,0.78452,-0.00467,0.01409,9605.32031,9707.25000,0.00000,1.00000,0.00000,1.48405,0.00754,0.13328,-0.00443,-0.00493,-0.00808,1
25/9/2002,-0.00163,2.00000,0.31247,0.42761,0.01409,0.82415,-0.00579,0.01148,9517.41992,9474.07031,0.00000,1.00000,0.00000,3.89093,-0.17761,-0.06554,-0.00936,-0.00207,-0.01078,1
26/9/2002,-0.00822,2.00000,0.29970,1.08081,0.01148,0.49291,-0.00480,0.00665,9485.54981,9427.79004,1.00000,0.00000,1.00000,24.25430,-0.51114,-0.50746,-0.01511,0.00594,-0.03746,1
27/9/2002,-0.00582,2.00000,0.40683,0.96929,0.00665,0.56960,-0.00326,0.01797,9260.46973,9328.21973,0.00000,1.00000,0.00000,10.08570,-0.48158,-0.57366,-0.01152,0.00528,-0.02951,1
30/9/2002,-0.01658,2.00000,0.36062,-0.19500,0.01797,0.95069,-0.00180,0.01111,9295.69043,9314.87012,0.00000,1.00000,0.00000,0.84613,0.23616,-0.39569,0.00060,-0.00426,-0.05627,1
2/10/2002,-0.00762,0.00000,0.10695,1.20201,0.01111,0.37850,-0.00313,0.01978,9167.75977,9197.67969,0.00000,1.00000,0.00000,0.93467,0.63384,-0.15299,0.00263,-0.00900,-0.04642,1
3/10/2002,-0.02690,1.00000,0.05153,0.42731,0.01978,0.33789,-0.00527,0.02686,9076.83008,9124.91016,0.00000,1.00000,0.00000,1.31236,0.88691,1.33252,0.00586,-0.01669,-0.02597,1
4/10/2002,0.00039,1.00000,-0.06082,0.30345,0.02686,0.19720,-0.00780,0.01200,9251.24023,9270.70996,0.00000,1.00000,0.00000,1.64682,0.84132,2.00842,0.00471,-0.02070,-0.04436,1
7/10/2002,0.00587,1.00000,-0.03287,-0.16606,0.01200,0.33409,-0.01167,0.03395,9338.66016,9294.45996,0.00000,1.00000,0.00000,2.00503,0.88217,2.55148,0.00926,-0.03362,-0.00987,1
8/10/2002,-0.02316,1.00000,-0.03868,0.36425,0.03395,0.47059,-0.01335,0.01028,9098.92969,9072.20996,0.00000,0.00000,1.00000,1.81651,0.83388,2.37676,0.00954,-0.03755,-0.00759,1
9/10/2002,0.00819,2.00000,0.08787,0.83660,0.01028,0.58020,-0.01246,0.01319,9227.37988,9109.34961,1.00000,0.00000,1.00000,1.46400,0.18071,1.22230,-0.00403,-0.02170,0.01500,1.001233836
10/10/2002,0.00790,2.00000,0.21463,-0.26534,0.01319,0.23771,-0.01396,0.01604,9054.57031,8984.32031,0.00000,1.00000,0.00000,1.42341,0.14710,1.10364,-0.00606,-0.02273,0.04127,0.999987918
11/10/2002,0.02345,1.00000,0.11774,0.84551,0.01604,0.83474,-0.01563,0.01534,8989.65039,9051.37012,0.00000,1.00000,0.00000,1.54480,0.04893,0.23848,-0.01229,-0.01936,0.06552,0.999987918
15/10/2002,0.02743,2.00000,0.23614,0.97865,0.01534,0.47066,-0.01434,0.02336,8844.69043,8931.40039,1.00000,0.00000,1.00000,1.65091,-0.14254,-0.01640,-0.02160,-0.00615,0.04569,0.999975836
16/10/2002,-0.00181,0.00000,0.34317,1.12437,0.02336,0.66015,-0.01037,0.01272,8910.08008,8977.41016,1.00000,0.00000,1.00000,1.73220,-0.24041,-0.20324,-0.02301,0.00384,0.00979,1
17/10/2002,-0.01004,0.00000,0.61600,0.50282,0.01272,0.93129,-0.00390,0.03165,8945.95996,8977.34961,1.00000,0.00000,1.00000,1.11233,-0.30044,-0.40015,-0.01862,0.01245,0.00932,1.000012082
18/10/2002,-0.00542,0.00000,1.02269,1.35051,0.03165,0.20410,0.00101,0.02312,8808.34961,8858.69043,0.00000,0.00000,1.00000,-0.45485,-0.03995,-0.27076,-0.00074,0.00292,0.00011,0.999987918
21/10/2002,0.02394,1.00000,0.91052,0.28725,0.02312,0.23079,0.00229,0.01555,8956.33008,8965.73047,0.00000,1.00000,0.00000,-0.79021,0.23141,-0.13855,0.01039,-0.00644,0.00575,1.000012082
22/10/2002,-0.00749,1.00000,0.76322,0.61214,0.01555,0.35331,0.00420,0.02292,9153.25000,9336.38965,0.00000,1.00000,0.00000,-1.06785,0.05684,0.01462,0.00636,0.00184,0.02227,1.000024164
23/10/2002,-0.00201,1.00000,0.66587,0.26060,0.02292,0.95775,0.00876,0.02730,9515.07031,9459.13965,1.00000,0.00000,1.00000,-3.45756,0.02888,0.26697,0.00963,0.00781,-0.01090,0.999987918
24/10/2002,0.00990,0.00000,0.86432,1.07911,0.02730,0.28724,0.00977,0.01823,9465.61035,9576.15039,0.00000,0.00000,1.00000,-6.37620,0.09636,0.15867,0.01350,0.00569,-0.02008,1.000012082
25/10/2002,-0.03580,1.00000,0.71957,0.25710,0.01823,0.70547,0.01044,0.00918,9741.04981,9613.07031,0.00000,1.00000,0.00000,-5.52218,-0.03771,-0.00992,0.00833,0.01276,-0.01970,1.000024163
28/10/2002,0.00968,2.00000,0.64978,1.24855,0.00918,0.73344,0.01269,0.01319,9593.65039,9570.36035,1.00000,0.00000,1.00000,-8.18394,-0.28315,-0.21407,-0.00111,0.02791,-0.02698,1.000012081
29/10/2002,-0.00328,2.00000,0.73999,0.65590,0.01319,0.02445,0.00841,0.03689,9633.50977,9548.94043,0.00000,1.00000,0.00000,-2.85353,-0.47199,-0.49191,-0.01174,0.03041,0.01446,0.999987919
30/10/2002,0.00026,1.00000,0.02630,0.14497,0.03689,0.57717,0.00266,0.01212,9545.66016,9804.65039,0.00000,0.00000,1.00000,-0.70122,-0.40034,-0.57013,-0.01083,0.01712,0.01435,0.999987919
31/10/2002,0.01757,2.00000,0.18830,1.33890,0.01212,0.29542,-0.00166,0.02111,9774.78027,9787.49023,0.00000,1.00000,0.00000,0.60055,-0.08771,-0.51831,-0.00359,0.00036,0.01527,0.999987918
1/11/2002,-0.00146,1.00000,0.16943,0.33964,0.02111,0.78527,-0.00446,0.00955,9715.66992,9722.54004,0.00000,1.00000,0.00000,2.52374,0.00981,-0.39445,-0.00417,-0.00477,0.01592,1.000012082
4/11/2002,-0.00477,2.00000,0.22663,1.55796,0.00955,0.81405,-0.00152,0.01242,9732.59961,9853.74023,1.00000,0.00000,1.00000,-4.28084,-0.00043,-0.08811,-0.00150,-0.00155,0.00566,1.000024163
5/11/2002,0.00430,0.00000,0.62558,0.99869,0.01242,0.47220,0.00162,0.01155,9799.87012,9634.66992,0.00000,0.00000,1.00000,0.56009,-0.00078,0.00902,0.00157,0.00167,0.01040,0.999963756
6/11/2002,0.01677,2.00000,0.56655,0.61724,0.01155,0.18031,-0.00084,0.01259,9605.63965,9560.45996,0.00000,1.00000,0.00000,-0.21624,0.00751,0.00708,-0.00067,-0.00102,0.00968,1.000012082
7/11/2002,-0.00273,1.00000,0.49653,-0.03794,0.01259,0.77903,-0.00251,0.00909,9609.16016,9441.25000,0.00000,1.00000,0.00000,-0.70372,-0.05983,-0.06056,-0.00368,-0.00128,0.00606,1
8/11/2002,-0.00718,0.00000,0.62185,0.68731,0.00909,0.77071,0.00057,0.02488,9467.88965,9407.67969,1.00000,0.00000,1.00000,0.10367,-0.07039,-0.06341,-0.00090,0.00210,0.00086,1.000012082
11/11/2002,-0.00432,0.00000,1.01948,0.85161,0.02488,0.52855,0.00118,0.01581,9587.96973,9720.83008,0.00000,0.00000,1.00000,0.17058,0.00965,-0.05075,0.00134,0.00101,-0.00233,0.999975837
12/11/2002,-0.00154,2.00000,0.94369,0.51619,0.01581,0.31297,0.00281,0.01112,9751.92969,9655.36035,0.00000,1.00000,0.00000,0.50200,0.01202,-0.05922,0.00299,0.00263,0.00105,1.000012082
13/11/2002,0.01376,1.00000,0.68878,0.43368,0.01112,0.34795,0.00434,0.00949,9788.30957,9773.98047,0.00000,1.00000,0.00000,1.24015,-0.05707,-0.04797,0.00314,0.00559,0.00862,1.000036245
14/11/2002,-0.00373,1.00000,0.54442,0.47386,0.00949,0.24842,0.00312,0.00936,9758.66016,9844.37988,0.00000,1.00000,0.00000,4.28142,-0.21733,-0.20793,-0.00117,0.00758,0.00294,0.999975838
15/11/2002,0.00001,2.00000,0.45074,0.83744,0.00936,0.98661,0.00463,0.01157,9714.19043,9770.67969,1.00000,0.00000,1.00000,54.91510,-0.49345,-0.52236,-0.00451,0.01413,-0.00096,1.000012081
18/11/2002,-0.00603,0.00000,0.98772,1.31486,0.01157,0.42667,0.00387,0.01508,9699.75000,9580.87988,0.00000,0.00000,1.00000,3.28130,-0.40948,-0.53782,-0.00243,0.01036,-0.00002,1
19/11/2002,-0.00108,1.00000,0.75001,0.36262,0.01508,0.37731,0.00191,0.00807,9530.45996,9613.83984,0.00000,0.00000,1.00000,1.08074,0.05775,-0.46420,0.00243,0.00137,-0.00247,0.999987919
20/11/2002,0.00313,2.00000,0.67708,0.73549,0.00807,0.23254,0.00192,0.01382,9645.87988,9616.62012,0.00000,1.00000,0.00000,3.52566,-0.04925,-0.43856,0.00146,0.00239,0.00843,0.999975837
21/11/2002,0.00609,1.00000,0.30214,0.41136,0.01382,0.13349,0.00125,0.01116,9644.20996,9740.83984,0.00000,0.00000,1.00000,-2.02677,-0.35975,-0.32278,-0.00231,0.00488,0.00230,1
22/11/2002,-0.00184,2.00000,0.11891,0.60479,0.01116,0.31654,-0.00063,0.00793,9721.86035,9865.65039,0.00000,0.00000,1.00000,17.44881,-0.35552,-0.38726,-0.00367,0.00246,0.00955,1.000036245
25/11/2002,-0.00465,2.00000,0.43282,0.76008,0.00793,0.80906,-0.00110,0.00939,9994.29004,9920.08984,1.00000,0.00000,1.00000,-35.03453,-0.13408,-0.44559,-0.00194,-0.00025,0.01347,1
26/11/2002,0.01523,2.00000,0.99371,1.07875,0.00939,0.14617,0.00032,0.00685,9882.38965,9965.03027,0.00000,0.00000,1.00000,0.20550,0.27823,-0.17621,0.00186,-0.00124,0.01677,0.999963756
27/11/2002,0.00406,2.00000,0.72256,0.00851,0.00685,0.23194,0.00082,0.00803,9952.45020,9971.15039,0.00000,1.00000,0.00000,0.31982,0.15682,0.00172,0.00168,-0.00004,0.04321,1.000012082
28/11/2002,0.01767,2.00000,0.35200,1.22930,0.00803,0.55926,0.00246,0.01368,10081.01953,10003.54004,1.00000,0.00000,1.00000,0.88303,0.07458,0.37355,0.00297,0.00195,0.02427,1.000012082
29/11/2002,0.01990,0.00000,1.23580,0.72851,0.01368,0.39515,0.00318,0.01710,10112.50977,10065.32031,0.00000,0.00000,1.00000,0.81472,0.72665,0.99742,0.00777,-0.00146,0.02085,1
2/12/2002,-0.01674,2.00000,1.14669,0.46761,0.01710,0.81450,0.00439,0.02015,10031.33008,10100.76953,1.00000,0.00000,1.00000,1.06272,1.13763,1.29705,0.01297,-0.00432,0.02143,1
3/12/2002,0.01120,0.00000,1.38555,1.08522,0.02015,0.94607,0.00860,0.01662,10052.44043,9995.51953,1.00000,0.00000,1.00000,1.63408,1.64453,3.56617,0.02637,-0.00956,0.00077,0.999987919
4/12/2002,0.00246,0.00000,1.25863,0.67119,0.01662,0.38132,0.00947,0.01987,9912.83984,9944.58984,0.00000,1.00000,0.00000,1.65824,0.93834,3.14345,0.02430,-0.00586,0.00857,1.000012082
5/12/2002,-0.00020,1.00000,0.85256,0.45048,0.01987,0.97963,0.00952,0.01763,10090.42969,10147.83984,0.00000,0.00000,1.00000,1.75881,0.12473,1.97437,0.01275,0.00611,0.01192,0.999975837
6/12/2002,-0.00350,0.00000,0.93507,0.90748,0.01763,0.82838,0.01068,0.01333,10170.29981,10069.87012,1.00000,0.00000,1.00000,2.10685,0.09897,1.13018,0.01335,0.00784,0.01178,1.000024163
9/12/2002,0.00257,2.00000,0.86906,1.42677,0.01333,0.58081,0.00996,0.01928,10107.95996,10205.16016,0.00000,1.00000,0.00000,2.21934,0.04992,0.18087,0.01120,0.00863,0.02057,1.000036244
10/12/2002,0.01313,1.00000,0.80105,0.33159,0.01928,0.96613,0.00911,0.00917,10187.84961,10227.00977,0.00000,1.00000,0.00000,1.90782,-0.05362,0.04004,0.00706,0.01131,0.02377,0.999939595
11/12/2002,0.00670,2.00000,0.68882,1.31760,0.00917,0.36958,0.00961,0.01753,10123.25977,9995.73047,1.00000,0.00000,1.00000,1.81772,-0.19510,-0.15492,0.00300,0.01667,0.02941,1.000024163
