Date, N+1 Close ,Yesterday's sign,%b of prior day close,Open Position to yesterday's range,N-1 Magnitude,N Close / N's range,10-MA,N Magnitude, HSI Open (N) , HSI Close (N) ,Close Above yesterday's DH,DL Lower than yesterday's DL,DL Higher than yesterday's DL,Deviation of 10-MA / 20-MA slopes
4/5/2006," 7,153 ",1,0.622194058,-0.000725964,0.011578092,0.848536718,0.001530096,0.014584308," 16,414 "," 16,311 ",0,1,0,0.249825946
8/5/2006," 7,372 ",0,0.695047141,1.911678331,0.014584308,0.920627928,0.002226774,0.018924776," 16,360 "," 16,429 ",1,0,1,0.310571121
9/5/2006," 7,365 ",0,0.933645813,1.062860352,0.018924776,0.357485041,0.00421757,0.01439693," 16,535 "," 16,638 ",0,0,1,0.556273049
10/5/2006," 7,362 ",1,0.846887055,0.873976728,0.01439693,0.414914573,0.006821476,0.023118316," 16,858 "," 16,830 ",0,1,0,1.050129978
11/5/2006," 7,369 ",1,0.780721017,0.447793014,0.023118316,0.388659757,0.011666246,0.022047324," 16,889 "," 16,944 ",0,0,1,1.885965529
12/5/2006," 7,378 ",2,0.73048893,-0.205503584,0.022047324,0.707397169,0.013978472,0.028808338," 16,894 "," 16,912 ",0,1,0,1.962334997
15/5/2006," 7,133 ",0,0.708931338,0.042481637,0.028808338,0.096987672,0.010690482,0.022903479," 16,918 "," 16,706 ",0,1,0,1.856605679
16/5/2006," 7,028 ",1,0.415108052,-0.101455504,0.022903479,0.628347551,0.006666383,0.033972792," 16,735 "," 16,578 ",0,1,0,1.669743981
17/5/2006," 7,223 ",1,0.187961855,1.080673174,0.033972792,0.77016129,0.005660746,0.017372957," 16,629 "," 16,673 ",1,0,1,1.09894144
18/5/2006," 7,032 ",0,0.45452405,-1.362017234,0.017372957,0.669170375,0.002023978,0.018357438," 16,749 "," 16,743 ",0,1,0,0.632671495
19/5/2006," 7,042 ",0,0.161858704,0.342102048,0.018357438,0.489385819,-0.002473947,0.015161735," 16,462 "," 16,661 ",0,0,1,4.893368924
22/5/2006," 6,644 ",0,0.207919673,0.215964584,0.015161735,0.059896638,-0.011578565,0.056013312," 16,765 "," 16,868 ",0,1,0,2.419840344
23/5/2006," 6,691 ",1,-0.067878332,-0.061195521,0.056013312,0.779626853,-0.019375973,0.03205663," 17,067 "," 17,027 ",0,1,0,2.498889413
24/5/2006," 6,748 ",0,0.127934186,1.032676011,0.03205663,0.79627655,-0.017980656,0.02572626," 16,966 "," 17,014 ",1,0,1,3.160413347
25/5/2006," 6,581 ",2,0.243110089,0.083507563,0.02572626,0.343133425,-0.019764322,0.020954454," 17,204 "," 17,302 ",0,1,0,4.826593937
26/5/2006," 6,628 ",1,0.153087333,1.307542128,0.020954454,0.07032346,-0.021869723,0.014823845," 17,279 "," 17,134 ",0,0,1,5.635484065
29/5/2006," 6,716 ",1,0.242759527,0.712476333,0.014823845,0.448579038,-0.016794553,0.012887811," 17,205 "," 17,081 ",0,0,1,5.841036881
30/5/2006," 6,666 ",0,0.361910413,0.126143571,0.012887811,0.523396537,-0.011349164,0.013452995," 17,066 "," 17,141 ",0,1,0,5.286825139
1/6/2006," 6,486 ",1,0.345503894,0.025675948,0.013452995,0.093732883,-0.016081792,0.030695748," 16,869 "," 16,902 ",0,1,0,3.268069762
2/6/2006," 6,604 ",1,0.157807045,0.260873637,0.030695748,0.78883769,-0.017144292,0.029349265," 16,623 "," 16,495 ",0,1,0,2.359354084
5/6/2006," 6,703 ",0,0.372966167,1.032554612,0.029349265,0.543577101,-0.011433252,0.017925906," 16,401 "," 16,393 ",1,0,1,1.684992202
6/6/2006," 6,737 ",0,0.683083303,-0.102424,0.017925906,0.932815948,-0.0036929,0.020150926," 16,498 "," 16,616 ",0,1,0,0.473778982
7/6/2006," 6,641 ",0,0.767734125,0.444610644,0.020150926,0.388074396,0.000649349,0.020736039," 16,232 "," 16,267 ",0,1,0,-0.066365237
8/6/2006," 6,341 ",1,0.46753616,-0.849297666,0.020736039,0.262140294,-0.006871854,0.027150608," 16,170 "," 16,313 ",0,1,0,0.544177388
9/6/2006," 6,256 ",1,-0.081859137,0.155178405,0.027150608,0.474466179,-0.011015347,0.025244405," 16,295 "," 15,806 ",0,1,0,0.709309036
12/6/2006," 6,218 ",1,0.012308202,0.205589258,0.025244405,0.559515989,-0.011123495,0.020809934," 15,747 "," 15,865 ",0,1,0,0.667614621
13/6/2006," 5,954 ",2,0.094807444,-0.579241352,0.020809934,0.134127706,-0.017812993,0.023529487," 15,857 "," 15,823 ",0,1,0,1.030262968
14/6/2006," 5,901 ",1,-0.02090016,0.000352068,0.023529487,0.338963833,-0.023347342,0.018357762," 15,742 "," 15,697 ",0,1,0,1.357652728
15/6/2006," 6,036 ",1,0.06844111,1.163559357,0.018357762,0.808819265,-0.018799451,0.019687339," 15,897 "," 15,895 ",1,0,1,1.080272514
16/6/2006," 6,341 ",0,0.245569532,2.98075029,0.019687339,0.60697048,-0.011161001,0.014774367," 15,976 "," 15,964 ",1,0,1,0.783425986
19/6/2006," 6,232 ",0,0.524212532,-0.105943705,0.014774367,0.305677473,-0.011565827,0.011506516," 15,976 "," 15,858 ",0,1,0,1.005935002
20/6/2006," 6,081 ",1,0.466884153,-0.487262033,0.011506516,0.239887302,-0.017850897,0.019983327," 15,818 "," 15,645 ",0,1,0,1.688584848
21/6/2006," 6,157 ",1,0.361313328,0.453439226,0.019983327,0.89140781,-0.018206813,0.016917735," 15,732 "," 15,913 ",0,0,1,2.1418205
22/6/2006," 6,247 ",0,0.508603345,2.213323321,0.016917735,0.030911398,-0.00932412,0.011821761," 15,964 "," 16,016 ",1,0,1,1.157626718
23/6/2006," 6,268 ",1,0.681695709,-0.719356055,0.011821761,0.813079447,-0.001324518,0.022423812," 15,845 "," 15,973 ",0,1,0,0.208293684
26/6/2006," 6,351 ",0,0.718150944,0.937043657,0.022423812,0.630439648,0.002357568,0.019089499," 15,917 "," 15,817 ",1,0,1,-0.509163551
27/6/2006," 6,429 ",0,0.816010299,1.038340538,0.019089499,0.284109742,0.009896868,0.01768133," 15,603 "," 15,450 ",1,0,1,-2.233591048
28/6/2006," 6,486 ",0,0.837569379,-0.202099658,0.01768133,1,0.017209015,0.021939885," 15,469 "," 15,629 ",0,1,0,-4.681398168
29/6/2006," 6,575 ",0,0.889080452,1.677724123,0.021939885,0.206510403,0.018093881,0.015505367," 15,561 "," 15,621 ",1,0,1,-24.92470489
30/6/2006," 6,785 ",2,0.923966856,1.937465894,0.015505367,0.859146546,0.01568057,0.01311261," 15,417 "," 15,234 ",1,0,1,7.358175536
3/7/2006," 6,792 ",0,1.006888696,1.141873822,0.01311261,0.247409535,0.015892041,0.01147344," 15,239 "," 15,248 ",0,0,1,7.43063686
4/7/2006," 6,815 ",1,0.870704975,0.987457027,0.01147344,0.556385725,0.020341504,0.014473224," 15,420 "," 15,435 ",0,1,0,15.43556903
5/7/2006," 6,718 ",1,0.815401675,0.2672984,0.014473224,0.195215511,0.020175916,0.014855813," 15,807 "," 15,843 ",0,1,0,16.62795445
6/7/2006," 6,797 ",1,0.68259317,-0.29858229,0.014855813,0.927818222,0.017118103,0.028173006," 15,760 "," 15,769 ",0,1,0,4.076375238
7/7/2006," 6,838 ",0,0.721669377,1.195359426,0.028173006,0.709779416,0.017107069,0.008796126," 15,709 "," 15,609 ",1,0,1,2.091896169
10/7/2006," 6,828 ",2,0.734789731,-0.366596154,0.008796126,0.617072425,0.015857804,0.020512536," 15,600 "," 15,659 ",0,1,0,1.695862509
11/7/2006," 6,801 ",0,0.691511909,0.620597548,0.020512536,0.243880307,0.012742579,0.009926042," 15,860 "," 15,827 ",0,0,1,1.120034559
12/7/2006," 6,827 ",1,0.602936893,0.592649153,0.009926042,0.553048679,0.010625597,0.010468372," 15,730 "," 15,809 ",0,0,1,0.771271491
13/7/2006," 6,728 ",2,0.65503658,0.351065212,0.010468372,0.137451847,0.007332445,0.02195761," 15,757 "," 15,805 ",0,1,0,0.587103369
14/7/2006," 6,648 ",1,0.200634509,-0.53623425,0.02195761,0.913534816,0.000240055,0.012093608," 15,828 "," 15,775 ",0,1,0,0.031356646
17/7/2006," 6,571 ",0,0.059765395,0.164194287,0.012093608,0.408483781,-0.005269586,0.009089966," 15,632 "," 15,743 ",0,1,0,-1.069547295
18/7/2006," 6,557 ",1,-0.011087657,-0.145465364,0.009089966,0.477172945,-0.007056148,0.0143055," 15,890 "," 15,865 ",0,1,0,-1.136834928
19/7/2006," 6,609 ",0,0.088539734,0.893828731,0.0143055,0.506455291,-0.005418853,0.010917072," 16,171 "," 16,268 ",1,0,1,-0.768817776
20/7/2006," 6,778 ",0,0.248134244,2.569651997,0.010917072,0.991874911,-0.001896234,0.009284131," 16,289 "," 16,327 ",1,0,1,-0.25494708
21/7/2006," 6,736 ",0,0.6351551,0.102481878,0.009284131,0.622521446,-0.001794544,0.009828426," 16,363 "," 16,369 ",0,1,0,-0.238243268
24/7/2006," 6,719 ",0,0.567941999,-0.445595686,0.009828426,0.942739183,-0.00314269,0.011266902," 16,364 "," 16,267 ",0,1,0,-0.500896551
25/7/2006," 6,746 ",0,0.55374852,2.162582478,0.011266902,0.108076319,-0.002449213,0.011277311," 16,142 "," 16,441 ",1,0,1,-0.478514218
26/7/2006," 6,739 ",1,0.645658453,0.143883475,0.011277311,0.537861076,-0.002132639,0.004578744," 16,498 "," 16,460 ",0,1,0,-0.501717112
27/7/2006," 6,822 ",1,0.665562557,2.27376593,0.004578744,0.934923226,9.02595E-05,0.006990296," 16,377 "," 16,604 ",1,0,1,0.024229314
28/7/2006," 6,859 ",0,0.851195885,1.560659807,0.006990296,0.387280602,0.00457531,0.008603285," 16,512 "," 16,490 ",1,0,1,1.912366701
31/7/2006," 6,829 ",2,0.847259016,1.337748193,0.008603285,0.156185013,0.007022834,0.01572176," 16,508 "," 16,522 ",0,1,0,8.4519601
1/8/2006," 6,755 ",1,0.720791292,0.1719131,0.01572176,0.099951313,0.006800637,0.012331689," 16,490 "," 16,305 ",0,1,0,-42.14917962
2/8/2006," 6,768 ",1,0.487338154,-0.110871534,0.012331689,0.737607809,0.005295376,0.00910111," 16,124 "," 16,136 ",0,1,0,-77.09655244
3/8/2006," 6,858 ",0,0.466783808,1.097361907,0.00910111,0.732388442,0.003526996,0.014364098," 15,981 "," 16,065 ",1,0,1,4.29585207
4/8/2006," 6,821 ",0,0.831429296,0.768480175,0.014364098,0.179268124,0.002425475,0.011487359," 16,035 "," 16,044 ",0,0,1,7.485253133
7/8/2006," 6,861 ",1,0.630516829,0.387212473,0.011487359,0.874336853,0.003343147,0.009113601," 16,070 "," 16,098 ",0,1,0,28.87915537
8/8/2006," 6,882 ",0,0.836320193,1.285829601,0.009113601,0.421709191,0.004103461,0.006621732," 16,418 "," 16,473 ",1,0,1,4.842762569
9/8/2006," 6,991 ",2,0.836190468,-0.073905917,0.006621732,0.984582413,0.00571438,0.020424894," 16,407 "," 16,464 ",1,1,0,3.135656482
10/8/2006," 6,981 ",0,1.321929058,0.880736726,0.020424894,0.169114418,0.006028051,0.00956918," 16,376 "," 16,481 ",0,0,1,1.952599957
11/8/2006," 7,002 ",2,0.940467723,0.416115674,0.00956918,0.479806517,0.004409692,0.008208755," 16,669 "," 16,584 ",0,0,1,0.981783521
14/8/2006," 7,030 ",2,0.879093153,0.451601108,0.008208755,0.998853669,0.005003378,0.012472851," 16,584 "," 16,617 ",0,1,0,0.833815436
15/8/2006," 7,015 ",0,0.873197913,0.884103519,0.012472851,0.27808182,0.006680407,0.006050232," 16,713 "," 16,917 ",0,0,1,0.991186425
16/8/2006," 7,063 ",2,0.74739557,1.776564163,0.006050232,0.45280103,0.008043212,0.005716105," 16,935 "," 16,955 ",1,0,1,1.20318099
17/8/2006," 7,016 ",1,0.803859559,1.110243532,0.005716105,0.265401997,0.006550685,0.014997782," 17,103 "," 16,971 ",0,1,0,1.295449056
18/8/2006," 6,990 ",1,0.645089208,0.061883506,0.014997782,0.469793809,0.004709848,0.006104938," 16,990 "," 16,911 ",0,1,0,1.314777128
21/8/2006," 6,903 ",2,0.522843308,-0.210076734,0.006104938,0.25976474,0.003029657,0.016148657," 16,888 "," 17,033 ",0,1,0,0.951431163
22/8/2006," 7,011 ",1,0.171478684,0.528156166,0.016148657,0.962646319,0.002441043,0.014326345," 17,073 "," 17,048 ",1,0,1,0.748626334
23/8/2006," 6,960 ",0,0.546799419,0.755637716,0.014326345,0.410908143,0.001399124,0.007972189," 17,050 "," 16,888 ",0,0,1,0.396535518
24/8/2006," 6,898 ",1,0.306576974,-0.612958328,0.007972189,0.36081484,-0.001629115,0.010611267," 16,928 "," 16,954 ",0,1,0,-0.757933926
25/8/2006," 6,869 ",2,0.090128255,0.411189474,0.010611267,0.411937601,-0.003100899,0.011674235," 17,057 "," 17,048 ",0,1,0,-5.057990305
28/8/2006," 6,847 ",1,0.093239286,0.278392567,0.011674235,0.497128447,-0.004523151,0.006347584," 16,996 "," 17,347 ",0,1,0,-23.07319805
29/8/2006," 6,936 ",1,0.131912304,0.860549646,0.006347584,0.927530634,-0.003733443,0.011781708," 17,323 "," 17,222 ",1,0,1,-2.60039958
30/8/2006," 6,923 ",0,0.455029622,0.976751358,0.011781708,0.490306004,-0.003142827,0.008545687," 17,255 "," 17,250 ",0,0,1,-1.295974378
31/8/2006," 6,882 ",1,0.442624134,0.900351541,0.008545687,0.037424368,-0.003945584,0.011001865," 17,280 "," 17,290 ",0,1,0,-3.054389743
1/9/2006," 6,893 ",1,0.276912029,-0.094595897,0.011001865,0.855309933,-0.003327785,0.008035385," 17,275 "," 17,274 ",0,1,0,-4.785417583
4/9/2006," 7,040 ",0,0.362243389,1.472473252,0.008035385,0.977509857,0.000590449,0.017457603," 17,407 "," 17,451 ",1,0,1,0.325506254
5/9/2006," 7,030 ",0,1.25224521,0.995865366,0.017457603,0.114508714,0.00226702,0.007142211," 17,502 "," 17,373 ",0,0,1,0.962855648
6/9/2006," 7,000 ",1,0.930480903,-0.262032348,0.007142211,0.514188179,0.00084075,0.010607664," 17,381 "," 17,331 ",0,1,0,0.749888607
7/9/2006," 6,967 ",1,0.773748169,-0.648913394,0.010607664,0.676888157,0.001570332,0.012074349," 17,326 "," 17,008 ",0,1,0,-41.66004873
8/9/2006," 6,953 ",0,0.615615215,0.503893023,0.012074349,0.355625357,0.002219349,0.006171575," 17,097 "," 17,150 ",0,0,1,-4.896672411
11/9/2006," 6,872 ",2,0.524774534,-0.263350744,0.006171575,0.179492491,0.001567153,0.011220803," 17,101 "," 17,088 ",0,1,0,-1.052534191
12/9/2006," 6,865 ",1,0.144259157,-0.338007557,0.011220803,0.893508257,-0.000676971,0.008907341," 16,971 "," 16,883 ",0,1,0,0.306557717
13/9/2006," 6,909 ",0,0.186131145,1.443885409,0.008907341,0.258717521,-0.001223818,0.005821527," 16,958 "," 16,955 ",1,0,1,0.560396835
14/9/2006," 6,918 ",0,0.369516777,1.130969735,0.005821527,0.470999865,0.000311988,0.010380225," 16,956 "," 16,922 ",0,1,0,-0.171625516
15/9/2006," 6,905 ",1,0.389810597,0.021921147,0.010380225,0.903579238,0.000679857,0.005799421," 17,004 "," 17,083 ",0,1,0,-0.513828475
18/9/2006," 6,966 ",0,0.326944617,0.966433106,0.005799421,0.848395086,-0.000908048,0.010284837," 17,148 "," 17,285 ",1,0,1,5.674268379
19/9/2006," 7,006 ",0,0.615230438,1.093896486,0.010284837,0.997032998,-0.001415676,0.005774006," 17,396 "," 17,392 ",1,0,1,-3.361034245
20/9/2006," 7,045 ",0,0.86706347,-0.258431702,0.005774006,0.993973808,0.000310021,0.014071673," 17,373 "," 17,424 ",1,1,0,0.539027471
21/9/2006," 7,108 ",0,1.063423991,1.208522491,0.014071673,0.839606292,0.002677062,0.009176939," 17,504 "," 17,514 ",1,0,1,1.260373996
22/9/2006," 7,106 ",0,1.068285168,0.626769676,0.009176939,0.799330449,0.004233288,0.008429501," 17,524 "," 17,439 ",0,0,1,1.311854462
25/9/2006," 7,100 ",0,0.917107934,0.370735691,0.008429501,0.175998755,0.005483753,0.015535626," 17,446 "," 17,259 ",0,0,1,1.554491399
26/9/2006," 6,967 ",0,0.794052804,0.156365409,0.015535626,0.272316166,0.00473339,0.028554377," 17,100 "," 17,096 ",0,1,0,2.328714055
27/9/2006," 7,070 ",1,0.385939368,0.488675377,0.028554377,0.873009933,0.003762797,0.013973141," 17,071 "," 17,146 ",0,0,1,2.946142068
28/9/2006," 7,099 ",0,0.667644091,1.028685781,0.013973141,0.374331939,0.004898437,0.009270842," 17,142 "," 16,949 ",1,0,1,1.873105303
29/9/2006," 7,097 ",0,0.699627509,0.746233263,0.009270842,0.598063896,0.005329546,0.013205414," 16,932 "," 17,075 ",0,1,0,1.766109887
3/10/2006," 7,135 ",1,0.651557238,0.438182244,0.013205414,0.62742407,0.005140441,0.014416418," 17,221 "," 17,210 ",0,0,1,2.406338847
4/10/2006," 7,094 ",0,0.752236402,0.576099594,0.014416418,0.209354485,0.003640385,0.009861781," 17,275 "," 17,183 ",0,0,1,3.214975845
5/10/2006," 7,142 ",1,0.549477178,1.441897289,0.009861781,0.307404224,0.002619839,0.008969794," 17,179 "," 17,238 ",0,0,1,1.774889603
6/10/2006," 7,129 ",1,0.712451115,0.487654555,0.008969794,0.541205976,0.001679021,0.008735182," 17,254 "," 17,387 ",0,1,0,0.77273117
9/10/2006," 7,072 ",1,0.643833711,0.144179911,0.008735182,0.505759905,-0.000175556,0.010876453," 17,412 "," 17,347 ",0,1,0,-0.087555611
10/10/2006," 7,167 ",1,0.425991259,0.8254207,0.010876453,0.841554548,0.000476183,0.012538887," 17,232 "," 17,513 ",1,0,1,0.161138364
11/10/2006," 7,219 ",0,0.781528834,1.090122461,0.012538887,0.565095285,0.004515129,0.008536067," 17,547 "," 17,620 ",1,0,1,0.976598394
12/10/2006," 7,291 ",0,0.950484735,1.13150337,0.008536067,0.93247143,0.006664314,0.008022987," 17,526 "," 17,601 ",1,0,1,1.275629544
13/10/2006," 7,330 ",0,1.076245836,2.26270616,0.008022987,0.207182215,0.006335032,0.010055448," 17,546 "," 17,546 ",1,0,1,1.126663469
16/10/2006," 7,367 ",1,0.94641504,0.819139814,0.010055448,0.62881969,0.007002863,0.005409863," 17,614 "," 17,308 ",0,0,1,1.134319031
17/10/2006," 7,402 ",2,0.90007735,0.863660292,0.005409863,0.63111242,0.007488828,0.011172617," 17,478 "," 17,522 ",1,0,1,1.183923969
18/10/2006," 7,441 ",0,0.88194864,0.298746853,0.011172617,0.967090336,0.008538668,0.011908227," 17,566 "," 17,531 ",1,0,1,1.396738073
19/10/2006," 7,440 ",0,0.875567537,1.027666572,0.011908227,0.495485716,0.008933149,0.007437175," 17,560 "," 17,543 ",0,0,1,1.537759218
20/10/2006," 7,512 ",2,0.789629289,0.91260646,0.007437175,0.684237502,0.009389183,0.010981556," 17,491 "," 17,607 ",1,0,1,1.682379659
23/10/2006," 7,449 ",0,0.840733734,0.639091117,0.010981556,0.191992334,0.010430656,0.01200757," 17,637 "," 17,629 ",0,1,0,2.006229366
24/10/2006," 7,496 ",1,0.689511896,0.449758456,0.01200757,0.643332368,0.009637306,0.008603563," 17,898 "," 17,908 ",0,0,1,1.87865374
25/10/2006," 7,519 ",0,0.779252289,0.823766183,0.008603563,0.742873181,0.008535808,0.006490425," 17,901 "," 17,903 ",0,0,1,1.300554035
26/10/2006," 7,556 ",0,0.805074718,1.511397901,0.006490425,0.760560544,0.007638584,0.005455072," 17,876 "," 17,675 ",1,0,1,1.066625564
27/10/2006," 7,406 ",2,0.878116307,0.87457651,0.005455072,0.185497289,0.00459907,0.025389732," 17,780 "," 17,824 ",0,1,0,0.844017348
31/10/2006," 7,484 ",1,0.2885082,0.087670479,0.025389732,0.890369158,0.002598737,0.019126228," 17,857 "," 17,863 ",0,1,0,0.546580812
1/11/2006," 7,568 ",0,0.556569597,1.019038433,0.019126228,0.763194291,0.003803774,0.01166807," 17,896 "," 17,873 ",1,0,1,0.678080321
2/11/2006," 7,622 ",0,0.837436661,0.74937249,0.01166807,0.930384403,0.00464389,0.012205644," 18,050 "," 17,989 ",1,0,1,0.708490031
3/11/2006," 7,620 ",0,0.980641252,0.941861878,0.012205644,0.338874782,0.004822049,0.006557825," 18,067 "," 18,010 ",0,0,1,0.70493214
6/11/2006," 7,716 ",2,0.824005787,-0.736139868,0.006557825,0.972267537,0.005110609,0.020253134," 17,965 "," 18,015 ",1,1,0,0.708451599
7/11/2006," 7,754 ",0,1.035674709,1.459379465,0.020253134,0.147377914,0.006750147,0.016060849," 17,910 "," 18,048 ",1,0,1,0.788486234
8/11/2006," 7,747 ",1,0.90637165,0.37451902,0.016060849,0.351110005,0.007361076,0.013588895," 18,054 "," 17,987 ",0,1,0,0.867806907
9/11/2006," 7,911 ",1,0.798240445,0.807000775,0.013588895,0.872909434,0.00849452,0.017411391," 18,013 "," 18,114 ",1,0,1,0.997609962
10/11/2006," 7,915 ",0,0.969130757,1.074193726,0.017411391,0.172763753,0.009879771,0.009121214," 18,170 "," 18,090 ",0,0,1,1.125969664
13/11/2006," 8,064 ",1,0.837901417,0.574921611,0.009121214,0.971099958,0.013305993,0.019950599," 18,136 "," 18,153 ",1,0,1,1.476097203
14/11/2006," 8,094 ",0,0.951005955,1.33190066,0.019950599,0.61403182,0.016518032,0.022622021," 18,151 "," 18,158 ",1,0,1,1.709763789
15/11/2006," 8,240 ",1,0.929298457,0.812759293,0.022622021,0.95929372,0.016557694,0.019669415," 18,267 "," 18,354 ",1,0,1,1.607741228
16/11/2006," 8,312 ",0,1.001343952,1.364927622,0.019669415,0.747289256,0.017465737,0.021217139," 18,401 "," 18,298 ",1,0,1,1.560343365
17/11/2006," 8,321 ",2,0.965032321,0.465067242,0.021217139,0.818053701,0.017682832,0.01283125," 18,196 "," 18,324 ",0,0,1,1.549494558
20/11/2006," 8,287 ",0,0.864511839,0.521033487,0.01283125,0.268673249,0.016020946,0.014676993," 18,376 "," 18,454 ",0,0,1,1.494717645
21/11/2006," 8,325 ",2,0.773626245,0.434039651,0.014676993,0.809532229,0.014267225,0.010631333," 18,495 "," 18,715 ",0,0,1,1.342692818
22/11/2006," 8,610 ",0,0.754655749,1.489627326,0.010631333,0.984198539,0.017787051,0.027770936," 18,697 "," 18,750 ",1,0,1,1.395281475
23/11/2006," 8,623 ",0,1.021248121,1.154164864,0.027770936,0.091577662,0.019384893,0.02202996," 18,702 "," 18,937 ",1,0,1,1.371930235
24/11/2006," 8,591 ",1,0.891565806,-0.206822333,0.02202996,0.384010706,0.016912718,0.012269364," 19,103 "," 18,939 ",0,1,0,1.24986308
27/11/2006," 8,514 ",0,0.772247224,0.480115592,0.012269364,0.289289436,0.013606145,0.022216674," 18,933 "," 18,811 ",0,1,0,1.010699355
28/11/2006," 8,134 ",1,0.653258434,-0.459361396,0.022216674,0.078201211,0.005867646,0.030734931," 18,885 "," 18,953 ",0,1,0,0.53491392
29/11/2006," 8,402 ",1,0.13475503,0.346081873,0.030734931,0.925430791,0.002406037,0.026288861," 18,958 "," 18,891 ",1,0,1,0.261638165
30/11/2006," 8,547 ",0,0.485425144,1.528614448,0.026288861,0.518593026,0.004719272,0.010809529," 18,763 "," 18,869 ",1,0,1,0.434614801
1/12/2006," 8,567 ",0,0.666984546,0.757676511,0.010809529,0.420758128,0.0057027,0.014176063," 18,890 "," 18,878 ",0,0,1,0.496200316
4/12/2006," 8,576 ",2,0.6594865,0.37679785,0.014176063,0.558838157,0.006342923,0.015821971," 18,940 "," 19,093 ",0,1,0,0.574813935
5/12/2006," 8,758 ",0,0.632440535,1.258602415,0.015821971,0.968451875,0.008538721,0.014733307," 19,163 "," 19,154 ",1,0,1,0.754019585
6/12/2006," 8,799 ",0,0.834642049,1.394752939,0.014733307,0.586489148,0.007330644,0.028673669," 19,126 "," 19,183 ",1,0,1,0.590000171
7/12/2006," 8,710 ",1,0.847680308,0.603980598,0.028673669,0.106810568,0.003239863,0.016249549," 19,030 "," 18,955 ",0,0,1,0.291527446
8/12/2006," 8,630 ",1,0.699624364,-0.218788614,0.016249549,0.433231099,0.001476895,0.016612636," 19,002 "," 19,008 ",0,1,0,0.163431605
11/12/2006," 8,738 ",1,0.588312452,0.665789077,0.016612636,0.599996842,0.003075771,0.0142546," 19,102 "," 19,251 ",1,0,1,0.372676525
12/12/2006," 8,746 ",0,0.693024331,1.185262211,0.0142546,0.406207917,0.009759159,0.012677217," 19,345 "," 19,265 ",0,0,1,1.245050101
13/12/2006," 8,666 ",1,0.665026923,0.35858179,0.012677217,0.579895009,0.010193632,0.022433058," 19,206 "," 19,260 ",0,1,0,1.606710172
14/12/2006," 8,848 ",1,0.47513358,0.827001235,0.022433058,0.914889646,0.00652931,0.019213498," 19,264 "," 19,204 ",1,0,1,1.158161815
15/12/2006," 8,989 ",0,0.968523266,1.622946903,0.019213498,0.834834318,0.008338008,0.007582755," 18,997 "," 18,640 ",1,0,1,1.184285866
18/12/2006," 9,238 ",0,1.016529132,1.764826714,0.007582755,0.794451507,0.012455973,0.031058998," 18,730 "," 18,781 ",1,0,1,1.318467238
19/12/2006," 9,140 ",0,1.215752279,0.655273742,0.031058998,0.551987492,0.011930271,0.028175859," 18,945 "," 18,960 ",0,1,0,1.16248981
20/12/2006," 9,430 ",1,0.923724713,1.008680909,0.028175859,0.811217664,0.011485559,0.022955635," 18,923 "," 18,691 ",1,0,1,1.215798945
21/12/2006," 9,500 ",0,1.061116629,1.148124491,0.022955635,0.478148981,0.01605771,0.019648764," 18,654 "," 18,703 ",1,0,1,1.644230969
22/12/2006," 9,593 ",2,0.931920982,0.428656612,0.019648764,0.977966278,0.01966745,0.013864712," 18,881 "," 18,944 ",0,0,1,1.827685678
28/12/2006," 10,363 ",0,0.889547207,6.089604286,0.013864712,0.751093787,0.028779497,0.036071524," 18,988 "," 19,026 ",1,0,1,1.771655536
29/12/2006," 10,340 ",0,1.105960069,0.762272969,0.036071524,0.671541779,0.035429787,0.017936957," 19,024 "," 18,843 ",0,0,1,1.542022322
2/1/2007," 10,633 ",1,0.923039447,0.619594268,0.017936957,0.930586869,0.038508349,0.03148865," 18,775 "," 18,740 ",1,0,1,1.547833215
3/1/2007," 10,766 ",0,0.941547341,1.049860857,0.03148865,0.644854078,0.041293641,0.029526224," 18,812 "," 18,925 ",1,0,1,1.675449488
4/1/2007," 10,348 ",0,0.893690953,0.594744525,0.029526224,0.140514984,0.034109729,0.051761322," 19,010 "," 18,907 ",0,1,0,1.558796223
5/1/2007," 10,235 ",1,0.674498576,-0.356673522,0.051761322,0.911914675,0.024043486,0.032329414," 18,868 "," 18,718 ",0,1,0,1.293163168
8/1/2007," 10,103 ",0,0.594504984,0.046070233,0.032329414,0.901653471,0.019736187,0.024589217," 18,807 "," 18,919 ",0,1,0,1.227246212
9/1/2007," 9,967 ",0,0.483828454,1.673830116,0.024589217,0.238492824,0.014954659,0.04540128," 19,080 "," 19,111 ",0,1,0,1.12165764
10/1/2007," 9,649 ",1,0.352579233,-0.315707527,0.04540128,0.172947048,0.006773081,0.019064683," 19,095 "," 19,193 ",0,1,0,0.610071356
11/1/2007," 9,512 ",1,0.090926702,0.414230839,0.019064683,0.147065529,0.000664599,0.031816917," 19,163 "," 18,965 ",0,1,0,0.069712653
12/1/2007," 9,675 ",1,-0.005712927,0.78543023,0.031816917,0.281630292,-0.007547922,0.021044176," 19,110 "," 19,240 ",0,0,1,-0.79677899
15/1/2007," 9,972 ",1,0.18727548,1.007728926,0.021044176,0.928386971,-0.01036994,0.025446243," 19,249 "," 19,223 ",1,0,1,-0.924254197
16/1/2007," 10,018 ",0,0.419572924,1.609335873,0.025446243,0.426179762,-0.009720132,0.023988718," 19,227 "," 19,321 ",1,0,1,-0.730333436
